algo,noise,project,test #,instance,most or all,wasted effort, precision, recall, HS wasted effort
comp/test prob,10,ant,20,15,all,5,0.9723119578327675,0.2526557993401248,8
comp/test prob,15,ant,20,15,all,5,0.909932088844318,0.25494850847298905,8
comp/test prob,20,ant,20,15,all,5,0.7959167073369047,0.2543738789092087,8
comp/test prob,30,ant,20,15,all,5,0.5000947443301645,0.22508690452131908,8
comp/test prob,40,ant,20,15,all,5,0.294770883824931,0.16303265218040852,8
comp/test prob,50,ant,20,15,all,10,0.18518518518518506,0.10869565217391303,10
comp prob,none,ant,20,15,all,6,0.988355954259874,0.2495649641424196,6
barinel,none,ant,20,16,all,15,0.6368060367699893,0.20167538697996396,15
comp/test prob,00,ant,20,16,all,20,1.0,0.25,0
comp/test prob,05,ant,20,16,all,7,0.9407721731836468,0.24997636922474592,10
comp/test prob,10,ant,20,16,all,7,0.8658547668816977,0.24953532680397864,10
comp/test prob,15,ant,20,16,all,7,0.7775967976025714,0.24720840752299753,10
comp/test prob,20,ant,20,16,all,7,0.6763043763964336,0.24004104860529166,10
comp/test prob,30,ant,20,16,all,7,0.4488490218311085,0.19854008655089678,12
comp/test prob,40,ant,20,16,all,2,0.2537797772697849,0.1307967158279161,15
comp/test prob,50,ant,20,16,all,10,0.135446685878943,0.07532051282050557,15
comp prob,none,ant,20,16,all,15,0.9632126750409565,0.24914754002228098,15
barinel,none,ant,20,17,all,1,0.8564987339001079,0.5765595593880207,1
comp/test prob,00,ant,20,17,all,3,1.0,0.6666666666666666,0
comp/test prob,05,ant,20,17,all,1,0.947754380048563,0.6482548967126077,0
comp/test prob,10,ant,20,17,all,1,0.8920410979910941,0.6260897642880205,0
comp/test prob,15,ant,20,17,all,1,0.8343211386102805,0.5999252886521904,0
comp/test prob,20,ant,20,17,all,1,0.7758346581875329,0.569760653823656,0
comp/test prob,30,ant,20,17,all,1,0.659973102073042,0.4987558265867935,0
comp/test prob,40,ant,20,17,all,1,0.5483870967739691,0.4178187403992094,1
comp/test prob,50,ant,20,17,all,3,0.4418604651163223,0.33333333333333337,3
comp prob,none,ant,20,17,all,1,0.9768011963044111,0.6520648140362056,1
barinel,none,ant,20,18,all,8,0.5856686874780821,0.20976233978409908,8
comp/test prob,00,ant,20,18,all,8,1.0,0.375,0
comp/test prob,05,ant,20,18,all,0,0.9970791599780765,0.3748042238230573,0
comp/test prob,10,ant,20,18,all,0,0.986195485167249,0.3739633231324504,0
comp/test prob,15,ant,20,18,all,0,0.9629603878756032,0.371747923227497,0
comp/test prob,20,ant,20,18,all,0,0.9212705366922095,0.3666480680708591,0
comp/test prob,30,ant,20,18,all,0,0.7588766105291728,0.3360792252993669,0
comp/test prob,40,ant,20,18,all,0,0.511744738628853,0.26024212852152656,2
comp/test prob,50,ant,20,18,all,3,0.29411764705874993,0.1639344262294761,8
comp prob,none,ant,20,18,all,8,0.9844403606278933,0.3685463992373455,8
barinel,none,ant,20,19,all,2,0.9405647502173187,0.47028237510865933,2
comp/test prob,00,ant,20,19,all,0,1.0,0.625,0
comp/test prob,05,ant,20,19,all,0,0.9404531827610872,0.5986126101467264,0
comp/test prob,10,ant,20,19,all,0,0.8826113414215397,0.5701002309241257,0
comp/test prob,15,ant,20,19,all,0,0.8272348207923441,0.5402908029390882,0
comp/test prob,20,ant,20,19,all,0,0.7745995423341285,0.5097891566265036,0
comp/test prob,30,ant,20,19,all,0,0.6770060121588231,0.4480616191704784,1
comp/test prob,40,ant,20,19,all,0,0.5869068764272417,0.38601468624829816,1
comp/test prob,50,ant,20,19,all,4,0.5000000000000387,0.3231707317073426,2
comp prob,none,ant,20,19,all,2,0.9405647502173187,0.47028237510865933,2
barinel,none,ant,20,20,all,0,0.44976113854926764,0.5309229573513691,0
comp/test prob,00,ant,20,20,all,0,1.0,1.0,0
comp/test prob,05,ant,20,20,all,0,0.9995473999426755,0.9997172782568416,0
comp/test prob,10,ant,20,20,all,0,0.9907822966940582,0.9942837398768172,0
comp/test prob,15,ant,20,20,all,0,0.9423421457591062,0.9639204131189555,0
comp/test prob,20,ant,20,20,all,0,0.7971104745299046,0.8663868958982531,0
comp/test prob,30,ant,20,20,all,0,0.2994079180363166,0.4179519137706697,0
comp/test prob,40,ant,20,20,all,0,0.06432451319850829,0.10506926788782232,3
comp/test prob,50,ant,20,20,all,0,0.012658227848101255,0.021739130434782594,14
comp prob,none,ant,20,20,all,0,0.9633587376643553,0.972954402571404,0
barinel,none,ant,30,0,all,4,0.1153981904432511,0.061132503093317685,4
comp/test prob,00,ant,30,0,all,19,1.0,0.5,0
comp/test prob,05,ant,30,0,all,0,0.9487080094870578,0.49838129620553545,1
comp/test prob,10,ant,30,0,all,0,0.8788108929154023,0.48566974457372875,1
comp/test prob,15,ant,30,0,all,0,0.7693997217914117,0.4489355257128324,1
comp/test prob,20,ant,30,0,all,0,0.6182380216385691,0.381679389313038,1
comp/test prob,30,ant,30,0,all,0,0.30402680399616927,0.2069431539829072,1
comp/test prob,40,ant,30,0,all,0,0.12051419389371926,0.08727695888268494,2
comp/test prob,50,ant,30,0,all,19,0.04494382022467892,0.033898305084730546,3
comp prob,none,ant,30,0,all,0,0.7700222389711527,0.41252073950172685,0
barinel,none,ant,30,1,all,0,0.8911258583295221,0.4577531097747248,0
comp/test prob,00,ant,30,1,all,0,1.0,0.5,0
comp/test prob,05,ant,30,1,all,0,0.9968824713499859,0.49900693327901174,0
comp/test prob,10,ant,30,1,all,0,0.9708349980024185,0.4907108239095383,0
comp/test prob,15,ant,30,1,all,0,0.8906089967278878,0.4643974554081755,0
comp/test prob,20,ant,30,1,all,0,0.7373271889399131,0.4097311139563886,0
comp/test prob,30,ant,30,1,all,0,0.34896734154031483,0.23435364853782642,0
comp/test prob,40,ant,30,1,all,0,0.12064343163531707,0.09336099585055327,6
comp/test prob,50,ant,30,1,all,0,0.03773584905660377,0.03125,7
comp prob,none,ant,30,1,all,1,0.9959673692494639,0.4979862693627343,1
barinel,none,ant,30,2,all,8,0.5081409184506744,0.139394288740802,8
comp/test prob,00,ant,30,2,all,9,1.0,0.2,0
comp/test prob,05,ant,30,2,all,1,0.8785655979352919,0.2300279039461038,1
comp/test prob,10,ant,30,2,all,1,0.7984259037702366,0.25679693820401134,1
comp/test prob,15,ant,30,2,all,1,0.7408642249214016,0.2768051805765336,1
comp/test prob,20,ant,30,2,all,1,0.6943524622535482,0.2883128350678131,1
comp/test prob,30,ant,30,2,all,1,0.6095643708837908,0.2843143125409421,1
comp/test prob,40,ant,30,2,all,1,0.5143663776705064,0.24730685920575265,5
comp/test prob,50,ant,30,2,all,6,0.3992094861660005,0.18703703703704164,11
comp prob,none,ant,30,2,all,8,0.9791855772964492,0.19975587691181085,8
barinel,none,ant,30,3,all,3,0.9540178694245349,0.63601191294969,3
comp/test prob,00,ant,30,3,all,9,1.0,0.6666666666666666,0
comp/test prob,05,ant,30,3,all,2,0.9502276041000357,0.6345915037087205,3
comp/test prob,10,ant,30,3,all,2,0.8961258260128335,0.6030722847447685,3
comp/test prob,15,ant,30,3,all,2,0.8294587374517344,0.5683600480771254,3
comp/test prob,20,ant,30,3,all,2,0.7433375367804134,0.5260746690467643,3
comp/test prob,30,ant,30,3,all,2,0.5237183164485142,0.41038475302666644,4
comp/test prob,40,ant,30,3,all,2,0.3253829837381322,0.2808666463230157,4
comp/test prob,50,ant,30,3,all,7,0.20068027210884445,0.18209876543209866,5
comp prob,none,ant,30,3,all,3,0.954017869424535,0.63601191294969,3
barinel,none,ant,30,4,all,5,0.3519559265303501,0.2615785159581108,5
comp/test prob,00,ant,30,4,all,0,1.0,1.0,0
comp/test prob,05,ant,30,4,all,0,0.777343284930231,0.7780811841478892,0
comp/test prob,10,ant,30,4,all,0,0.6518845384953371,0.6544693557862143,0
comp/test prob,15,ant,30,4,all,0,0.5439389333526645,0.5494353394527857,0
comp/test prob,20,ant,30,4,all,0,0.4390789179518107,0.4477884176923028,0
comp/test prob,30,ant,30,4,all,0,0.2580994488342458,0.27004282052890005,1
comp/test prob,40,ant,30,4,all,0,0.1416116577407761,0.1519444073233565,1
comp/test prob,50,ant,30,4,all,28,0.07742782152230915,0.08477011494252815,5
comp prob,none,ant,30,4,all,0,0.663746347628405,0.5978193098035307,0
barinel,none,ant,30,5,all,3,0.7152915545429769,0.30954696986234714,3
comp/test prob,00,ant,30,5,all,0,1.0,0.5,0
comp/test prob,05,ant,30,5,all,0,0.9801526505385283,0.4949914123159829,0
comp/test prob,10,ant,30,5,all,0,0.951584182910119,0.487522605920583,0
comp/test prob,15,ant,30,5,all,0,0.9082258988709001,0.4752198256495696,0
comp/test prob,20,ant,30,5,all,0,0.8398133748055704,0.4532248692620394,0
comp/test prob,30,ant,30,5,all,0,0.594076422598587,0.35345259490335323,0
comp/test prob,40,ant,30,5,all,0,0.30207058319803265,0.19920997384996936,3
comp/test prob,50,ant,30,5,all,6,0.13314840499297567,0.09275362318836357,18
comp prob,none,ant,30,5,all,0,0.9857480841887037,0.4968588236254481,0
barinel,none,ant,30,6,all,7,0.5176197770443991,0.22120174517432176,7
comp/test prob,00,ant,30,6,all,11,1.0,0.3333333333333333,0
comp/test prob,05,ant,30,6,all,1,0.9991258851937659,0.3333115680524998,0
comp/test prob,10,ant,30,6,all,2,0.9902103065676607,0.33287623960187546,0
comp/test prob,15,ant,30,6,all,1,0.9549301755128563,0.3303156299257457,0
comp/test prob,20,ant,30,6,all,2,0.8646044624747382,0.32127378933483497,0
comp/test prob,30,ant,30,6,all,1,0.5165250403018323,0.25822558198578244,3
comp/test prob,40,ant,30,6,all,1,0.24479193996959603,0.15788404914204685,5
comp/test prob,50,ant,30,6,all,6,0.13017751479289957,0.09166666666666663,11
comp prob,none,ant,30,6,all,7,0.9789959803939432,0.3296632349616056,7
barinel,none,ant,30,7,all,4,0.5041445870205542,0.3370269721240136,4
comp/test prob,00,ant,30,7,all,1,1.0,0.5,0
comp/test prob,05,ant,30,7,all,0,0.9989924305789398,0.49997217327383187,0
comp/test prob,10,ant,30,7,all,0,0.9891948539498694,0.499430014397246,0
comp/test prob,15,ant,30,7,all,0,0.952445034754373,0.4963210297392507,0
comp/test prob,20,ant,30,7,all,0,0.8630726398380707,0.48554748682898546,0
comp/test prob,30,ant,30,7,all,0,0.5339498532084198,0.40948555963587707,0
comp/test prob,40,ant,30,7,all,0,0.27259977794659207,0.275807023767278,0
comp/test prob,50,ant,30,7,all,1,0.1560283687943683,0.174603174603215,9
comp prob,none,ant,30,7,all,0,0.9885463960412895,0.4993786787270244,1
barinel,none,ant,30,8,all,7,0.5210563765152691,0.14180484354531453,7
comp/test prob,00,ant,30,8,all,7,1.0,0.2,0
comp/test prob,05,ant,30,8,all,7,0.9074213238734982,0.22184465826959437,11
comp/test prob,10,ant,30,8,all,7,0.8329958978545029,0.2446410165237651,11
comp/test prob,15,ant,30,8,all,7,0.7737920049996949,0.2643706897797943,11
comp/test prob,20,ant,30,8,all,7,0.7233923772001483,0.27753503457563217,11
comp/test prob,30,ant,30,8,all,7,0.6249741215436435,0.27423374479810814,12
comp/test prob,40,ant,30,8,all,3,0.5025886610002926,0.2271665684881495,13
comp/test prob,50,ant,30,8,all,8,0.3542600896860494,0.15490196078429994,13
comp prob,none,ant,30,8,all,7,0.9440141979951102,0.1959587009676834,7
barinel,none,ant,30,9,all,3,0.8097603113978279,0.31203195251817745,3
comp/test prob,00,ant,30,9,all,3,1.0,0.3333333333333333,0
comp/test prob,05,ant,30,9,all,1,0.9518617760992849,0.33332494769450216,1
comp/test prob,10,ant,30,9,all,1,0.9045740076666259,0.33315526287026,1
comp/test prob,15,ant,30,9,all,1,0.8524148203033599,0.33215114819717856,1
comp/test prob,20,ant,30,9,all,1,0.7870476190476121,0.3285231564301365,1
comp/test prob,30,ant,30,9,all,1,0.584536190619006,0.2975566031978742,1
comp/test prob,40,ant,30,9,all,1,0.3298450946641332,0.21307538358893385,3
comp/test prob,50,ant,30,9,all,2,0.1574074074073193,0.11805555555550003,7
comp prob,none,ant,30,9,all,3,0.9800049313212881,0.333068482144526,3
barinel,none,ant,30,10,all,3,0.16703037491326211,0.06079529662282723,3
comp/test prob,00,ant,30,10,all,5,1.0,0.6666666666666666,0
comp/test prob,05,ant,30,10,all,1,0.9733328447976544,0.6498360168156309,2
comp/test prob,10,ant,30,10,all,1,0.9410181204548101,0.6316513390328841,2
comp/test prob,15,ant,30,10,all,1,0.8981353284466789,0.6095786303965376,2
comp/test prob,20,ant,30,10,all,1,0.8387269323349307,0.5797744499907845,2
comp/test prob,30,ant,30,10,all,1,0.661822122082519,0.48333772971070554,2
comp/test prob,40,ant,30,10,all,1,0.4613368283091185,0.3535911602208787,3
comp/test prob,50,ant,30,10,all,5,0.31428571428575,0.24444444444445126,3
comp prob,none,ant,30,10,all,3,0.666194786716891,0.3343337422273416,3
barinel,none,ant,30,11,all,7,0.5323308720802501,0.23915247797895764,7
comp/test prob,00,ant,30,11,all,8,1.0,0.3333333333333333,0
comp/test prob,05,ant,30,11,all,0,0.9964318482793378,0.3342452664069022,1
comp/test prob,10,ant,30,11,all,0,0.9796914988073878,0.33719681274185065,1
comp/test prob,15,ant,30,11,all,0,0.9369893881975713,0.3419656644609082,1
comp/test prob,20,ant,30,11,all,0,0.85539714867604,0.346725371491458,1
comp/test prob,30,ant,30,11,all,0,0.596797562988944,0.33586731398894254,1
comp/test prob,40,ant,30,11,all,0,0.36471805483693104,0.2712581762215106,2
comp/test prob,50,ant,30,11,all,5,0.22727272727272718,0.18867924528301885,8
comp prob,none,ant,30,11,all,7,0.9893640368408737,0.33319184128246127,7
barinel,none,ant,30,12,all,15,0.5130264158416414,0.21306907494704386,15
comp/test prob,00,ant,30,12,all,15,1.0,0.3333333333333333,0
comp/test prob,05,ant,30,12,all,0,0.99536329322099,0.3330036962976432,2
comp/test prob,10,ant,30,12,all,0,0.9702734839476824,0.33014160485502275,2
comp/test prob,15,ant,30,12,all,0,0.9042112763711987,0.320555742081963,2
comp/test prob,20,ant,30,12,all,0,0.7831184056272004,0.29888143176734794,2
comp/test prob,30,ant,30,12,all,0,0.44965138873018917,0.2123616734143498,2
comp/test prob,40,ant,30,12,all,0,0.20792079207902062,0.11559633027515655,4
comp/test prob,50,ant,30,12,all,13,0.09756097560975603,0.057971014492753575,10
comp prob,none,ant,30,12,all,15,0.9886335726987553,0.3311352732112782,15
barinel,none,ant,30,13,all,9,0.0554471855757967,0.01709628611414323,9
comp/test prob,00,ant,30,13,all,0,1.0,0.625,0
comp/test prob,05,ant,30,13,all,0,0.9494461662646774,0.605343039768197,0
comp/test prob,10,ant,30,13,all,0,0.8973726774231213,0.5775236112521375,0
comp/test prob,15,ant,30,13,all,0,0.842848805106943,0.5416780802728818,0
comp/test prob,20,ant,30,13,all,0,0.7847872019317416,0.4984662576686673,0
comp/test prob,30,ant,30,13,all,0,0.6550607708025014,0.39586297815361127,0
comp/test prob,40,ant,30,13,all,0,0.509270406934917,0.2867407809111997,0
comp/test prob,50,ant,30,13,all,11,0.36153846153833935,0.18951612903218795,3
comp prob,none,ant,30,13,all,9,0.19047109925832018,0.07861469416858688,9
barinel,none,ant,30,14,all,0,1.0,0.3333333333333333,0
comp/test prob,00,ant,30,14,all,5,1.0,0.4166666666666667,0
comp/test prob,05,ant,30,14,all,5,0.9877983861339845,0.4141084750952503,5
comp/test prob,10,ant,30,14,all,5,0.9712423216747775,0.4105776364599813,5
comp/test prob,15,ant,30,14,all,5,0.9505078982294949,0.4060356774944191,5
comp/test prob,20,ant,30,14,all,5,0.9258536585364608,0.400421940928242,5
comp/test prob,30,ant,30,14,all,5,0.8657229887117659,0.38547949577151763,5
comp/test prob,40,ant,30,14,all,5,0.791585760517691,0.3639880952380671,5
comp/test prob,50,ant,30,14,all,5,0.7027027027026135,0.33333333333329973,5
comp prob,none,ant,30,14,all,0,1.0,0.3333333333333333,0
barinel,none,ant,30,15,all,6,0.6693156896964932,0.19591711576197998,6
comp/test prob,00,ant,30,15,all,12,1.0,0.25,0
comp/test prob,05,ant,30,15,all,5,0.9956579507397844,0.2506720566217834,8
comp/test prob,10,ant,30,15,all,5,0.9723119578327675,0.2526557993401248,8
comp/test prob,15,ant,30,15,all,5,0.909932088844318,0.25494850847298905,8
comp/test prob,20,ant,30,15,all,5,0.7959167073369047,0.2543738789092087,8
comp/test prob,30,ant,30,15,all,5,0.5000947443301645,0.22508690452131908,8
comp/test prob,40,ant,30,15,all,5,0.294770883824931,0.16303265218040852,8
comp/test prob,50,ant,30,15,all,10,0.18518518518518506,0.10869565217391303,10
comp prob,none,ant,30,15,all,6,0.988355954259874,0.2495649641424196,6
barinel,none,ant,30,16,all,15,0.6368060367699893,0.20167538697996396,15
comp/test prob,00,ant,30,16,all,20,1.0,0.25,0
comp/test prob,05,ant,30,16,all,7,0.9407721731836468,0.24997636922474592,10
comp/test prob,10,ant,30,16,all,7,0.8658547668816977,0.24953532680397864,10
comp/test prob,15,ant,30,16,all,7,0.7775967976025714,0.24720840752299753,10
comp/test prob,20,ant,30,16,all,7,0.6763043763964336,0.24004104860529166,10
comp/test prob,30,ant,30,16,all,7,0.4488490218311085,0.19854008655089678,12
comp/test prob,40,ant,30,16,all,2,0.2537797772697849,0.1307967158279161,15
comp/test prob,50,ant,30,16,all,10,0.135446685878943,0.07532051282050557,15
comp prob,none,ant,30,16,all,15,0.9632126750409565,0.24914754002228098,15
barinel,none,ant,30,17,all,1,0.8767906717540478,0.6078330051665026,2
comp/test prob,00,ant,30,17,all,4,1.0,0.6666666666666666,0
comp/test prob,05,ant,30,17,all,0,0.9693888793899058,0.6631326305170573,1
comp/test prob,10,ant,30,17,all,0,0.9278448645925481,0.6518113519254569,1
comp/test prob,15,ant,30,17,all,0,0.8762946562554711,0.6318884401692768,1
comp/test prob,20,ant,30,17,all,0,0.8162137263932973,0.6030287561680597,1
comp/test prob,30,ant,30,17,all,0,0.6780545978550713,0.5202749866555497,1
comp/test prob,40,ant,30,17,all,0,0.5298295454545293,0.4137548530226897,2
comp/test prob,50,ant,30,17,all,4,0.38775510204081987,0.3015873015873,2
comp prob,none,ant,30,17,all,0,0.9927092920695662,0.6644119540807021,1
barinel,none,ant,30,18,all,8,0.5856686874780821,0.20976233978409908,8
comp/test prob,00,ant,30,18,all,8,1.0,0.375,0
comp/test prob,05,ant,30,18,all,0,0.9970791599780765,0.3748042238230573,0
comp/test prob,10,ant,30,18,all,0,0.986195485167249,0.3739633231324504,0
comp/test prob,15,ant,30,18,all,0,0.9629603878756032,0.371747923227497,0
comp/test prob,20,ant,30,18,all,0,0.9212705366922095,0.3666480680708591,0
comp/test prob,30,ant,30,18,all,0,0.7588766105291728,0.3360792252993669,0
comp/test prob,40,ant,30,18,all,0,0.511744738628853,0.26024212852152656,2
comp/test prob,50,ant,30,18,all,3,0.29411764705874993,0.1639344262294761,8
comp prob,none,ant,30,18,all,8,0.9844403606278933,0.3685463992373455,8
barinel,none,ant,30,19,all,2,0.9537996638711866,0.3815198655484747,2
comp/test prob,00,ant,30,19,all,0,1.0,0.5333333333333333,0
comp/test prob,05,ant,30,19,all,0,0.9665266755908138,0.5167935755680597,0
comp/test prob,10,ant,30,19,all,0,0.9286377659952614,0.49818084598567997,0
comp/test prob,15,ant,30,19,all,0,0.8864131166316175,0.47728662143909645,0
comp/test prob,20,ant,30,19,all,0,0.8399626498320649,0.45382833171109305,0
comp/test prob,30,ant,30,19,all,0,0.7348925634699415,0.3978568729207027,1
comp/test prob,40,ant,30,19,all,3,0.6146787152617575,0.328273721944292,4
comp/test prob,50,ant,30,19,all,7,0.482105263157893,0.24756756756756695,7
comp prob,none,ant,30,19,all,2,0.9537996638711866,0.3815198655484747,2
barinel,none,ant,30,20,all,0,0.4364355850360003,0.5117902024470533,0
comp/test prob,00,ant,30,20,all,0,1.0,1.0,0
comp/test prob,05,ant,30,20,all,0,0.9995397335854358,0.9997096092935154,0
comp/test prob,10,ant,30,20,all,0,0.9906327003913854,0.9941330844339004,0
comp/test prob,15,ant,30,20,all,0,0.9414817270527257,0.9630201574009619,0
comp/test prob,20,ant,30,20,all,0,0.794636205611996,0.8634646519157175,0
comp/test prob,30,ant,30,20,all,0,0.2964138979977367,0.4121407286367669,0
comp/test prob,40,ant,30,20,all,0,0.0635174555381317,0.1029329537950988,3
comp/test prob,50,ant,30,20,all,0,0.012500000000014808,0.021276595744699166,14
comp prob,none,ant,30,20,all,0,0.8965243606159614,0.9048269976037888,0
barinel,none,ant,40,0,all,3,0.11482306895582252,0.060809796995039224,3
comp/test prob,00,ant,40,0,all,27,1.0,0.5,0
comp/test prob,05,ant,40,0,all,0,0.9474070963678635,0.4977525301271247,1
comp/test prob,10,ant,40,0,all,0,0.8685395668024355,0.4803130929791093,1
comp/test prob,15,ant,40,0,all,0,0.7392438737401132,0.43182021934670833,1
comp/test prob,20,ant,40,0,all,0,0.566572237960517,0.34965034965038744,1
comp/test prob,30,ant,40,0,all,0,0.2506906783996726,0.1688257993384662,1
comp/test prob,40,ant,40,0,all,0,0.0933222729157178,0.06629345904530629,2
