algo,noise,project,test #,instance,most or all,wasted effort, precision, recall, HS wasted effort
comp/test prob,50,ant,20,15,most,8,0.4784172661870445,0.12690839694656442,13
comp prob,none,ant,20,15,most,5,0.508383247800637,0.12676627415975658,5
barinel,none,ant,20,16,most,2,0.6860696593304663,0.3795353097409327,1
comp/test prob,00,ant,20,16,most,9,1.0,0.5,0
comp/test prob,05,ant,20,16,most,0,0.9103572500749486,0.49897979332587367,0
comp/test prob,10,ant,20,16,most,0,0.825764596848963,0.49117971334071836,0
comp/test prob,15,ant,20,16,most,0,0.7285581191431062,0.4685935847726122,0
comp/test prob,20,ant,20,16,most,0,0.611464968152983,0.4247787610619999,0
comp/test prob,30,ant,20,16,most,0,0.3548746518108378,0.2836153161177733,1
comp/test prob,40,ant,20,16,most,0,0.16622691292892042,0.14651162790707076,4
comp/test prob,50,ant,20,16,most,9,0.06976744186046507,0.06521739130434778,7
comp prob,none,ant,20,16,most,6,0.8249672338629717,0.41252619026668064,7
barinel,none,ant,20,17,most,28,0.5119447367637372,0.3080203336667345,28
comp/test prob,00,ant,20,17,most,28,1.0,0.5,0
comp/test prob,05,ant,20,17,most,0,0.8285850055077324,0.497026470245271,0
comp/test prob,10,ant,20,17,most,0,0.5801945364239329,0.4791488634421571,0
comp/test prob,15,ant,20,17,most,0,0.4383129769280812,0.4467299135252228,0
comp/test prob,20,ant,20,17,most,0,0.36288170767854927,0.4088176352705005,2
comp/test prob,30,ant,20,17,most,0,0.2834286304768734,0.33434236723448296,3
comp/test prob,40,ant,20,17,most,0,0.2319316187131697,0.2671883242481443,32
comp/test prob,50,ant,20,17,most,20,0.18749999999996747,0.20731707317069598,38
comp prob,none,ant,20,17,most,28,0.966138242728346,0.48545168536086825,28
barinel,none,ant,20,18,most,4,0.9114805455586956,0.17862862411937172,4
comp/test prob,00,ant,20,18,most,9,1.0,0.2916666666666667,0
comp/test prob,05,ant,20,18,most,2,0.9836176862621594,0.2873139656061329,4
comp/test prob,10,ant,20,18,most,2,0.9615762243667463,0.28243078023036355,4
comp/test prob,15,ant,20,18,most,2,0.9311350868325161,0.2766517613359238,4
comp/test prob,20,ant,20,18,most,2,0.8889231599644889,0.269358381232748,4
comp/test prob,30,ant,20,18,most,2,0.7572148829675617,0.24611384846560028,4
comp/test prob,40,ant,20,18,most,2,0.5697270104314474,0.2045092415551743,4
comp/test prob,50,ant,20,18,most,5,0.38461538461527595,0.14981273408237097,8
comp prob,none,ant,20,18,most,4,0.9760226998173613,0.26220014330856073,4
barinel,none,ant,20,19,most,18,0.5437401753425253,0.17435091149499388,18
comp/test prob,00,ant,20,19,most,21,1.0,0.25,0
comp/test prob,05,ant,20,19,most,4,0.9880044282778371,0.24996833950684846,5
comp/test prob,10,ant,20,19,most,4,0.9424325363425897,0.249364472297336,5
comp/test prob,15,ant,20,19,most,4,0.8494205475211577,0.24607234006188902,5
comp/test prob,20,ant,20,19,most,4,0.7093295653142992,0.23569822324363457,5
comp/test prob,30,ant,20,19,most,4,0.40302443884589345,0.17962704568538276,6
comp/test prob,40,ant,20,19,most,4,0.21197789385622673,0.10764172274921298,6
comp/test prob,50,ant,20,19,most,14,0.11740890688255504,0.06041666666665517,12
comp prob,none,ant,20,19,most,18,0.4700329865613724,0.12057805114423054,18
barinel,none,ant,20,20,most,3,0.055644924335416714,0.058975653289357076,2
comp/test prob,00,ant,20,20,most,0,1.0,1.0,0
comp/test prob,05,ant,20,20,most,0,0.8957816377171464,0.9047619047619277,0
comp/test prob,10,ant,20,20,most,0,0.6585365853659394,0.6806722689076459,0
comp/test prob,15,ant,20,20,most,0,0.43328335832154835,0.45800316957282433,0
comp/test prob,20,ant,20,20,most,0,0.27586206896551746,0.29629629629629645,0
comp/test prob,30,ant,20,20,most,0,0.11475409836095303,0.12531969309494992,0
comp/test prob,40,ant,20,20,most,0,0.05084745762709706,0.055900621117988804,1
comp/test prob,50,ant,20,20,most,0,0.023255813953488365,0.02564102564102563,1
comp prob,none,ant,20,20,most,0,0.3791962270342104,0.380357791999374,0
barinel,none,ant,30,0,most,0,0.16007501465718305,0.23796768872452287,1
comp/test prob,00,ant,30,0,most,0,1.0,1.0,0
comp/test prob,05,ant,30,0,most,0,0.9925849174558139,0.9962048646866405,0
comp/test prob,10,ant,30,0,most,0,0.9278822900489567,0.9626049754396149,0
comp/test prob,15,ant,30,0,most,0,0.745069017078986,0.8561634883651161,0
comp/test prob,20,ant,30,0,most,0,0.4847016055739919,0.6606110652352748,0
comp/test prob,30,ant,30,0,most,0,0.1368289199691801,0.2521391396397072,1
comp/test prob,40,ant,30,0,most,0,0.035033995951644366,0.07321835340062063,11
comp/test prob,50,ant,30,0,most,0,0.009302325581372757,0.020408163265262007,20
comp prob,none,ant,30,0,most,0,0.9409812212442172,0.9427772933477205,0
barinel,none,ant,30,1,most,5,0.371634412276023,0.14865376491040921,5
comp/test prob,00,ant,30,1,most,10,1.0,0.6,0
comp/test prob,05,ant,30,1,most,10,0.94090581216602,0.5644341106874162,10
comp/test prob,10,ant,30,1,most,10,0.8914404540605512,0.5339030340607197,10
comp/test prob,15,ant,30,1,most,10,0.8443813620107103,0.5031014147127082,10
comp/test prob,20,ant,30,1,most,10,0.7931164901665176,0.4670378619154069,10
comp/test prob,30,ant,30,1,most,10,0.656750911216027,0.3661438332122545,10
comp/test prob,40,ant,30,1,most,10,0.4731796393519863,0.24006948465560835,10
comp/test prob,50,ant,30,1,most,10,0.29433962264146457,0.13565217391300974,10
comp prob,none,ant,30,1,most,5,0.371634412276023,0.14865376491040921,5
barinel,none,ant,30,2,most,11,0.5622341234090061,0.16378429178155368,11
comp/test prob,00,ant,30,2,most,12,1.0,0.2,0
comp/test prob,05,ant,30,2,most,12,0.8193725306220867,0.22417277983426412,12
comp/test prob,10,ant,30,2,most,12,0.7393273629452533,0.23980262110116593,12
comp/test prob,15,ant,30,2,most,12,0.6899716633697519,0.24928027552683768,12
comp/test prob,20,ant,30,2,most,12,0.650592885375442,0.25313341022684827,12
comp/test prob,30,ant,30,2,most,12,0.5653040987873671,0.24076632318624583,12
comp/test prob,40,ant,30,2,most,12,0.43942446043146033,0.19449370499183205,12
comp/test prob,50,ant,30,2,most,12,0.28033472803347,0.12407407407407245,12
comp prob,none,ant,30,2,most,11,0.3361974925933792,0.12139635745665837,11
barinel,none,ant,30,3,most,4,0.6608505991098589,0.21474131780143701,4
comp/test prob,00,ant,30,3,most,4,1.0,0.25,0
comp/test prob,05,ant,30,3,most,2,0.9888428438167671,0.25068659331980936,2
comp/test prob,10,ant,30,3,most,2,0.9521064400592053,0.2529664995824037,2
comp/test prob,15,ant,30,3,most,2,0.8897714006624378,0.25702185676316197,2
comp/test prob,20,ant,30,3,most,2,0.809404910528397,0.26262489873076983,2
comp/test prob,30,ant,30,3,most,2,0.6413801413626432,0.2738795804571017,2
comp/test prob,40,ant,30,3,most,2,0.5088158954622283,0.27076586016394166,3
comp/test prob,50,ant,30,3,most,4,0.4074074074073805,0.23913043478258575,4
comp prob,none,ant,30,3,most,4,0.9442719416699122,0.2451931863674291,4
barinel,none,ant,30,4,most,10,0.6564368837518169,0.21937844487128716,10
comp/test prob,00,ant,30,4,most,13,1.0,0.25,0
comp/test prob,05,ant,30,4,most,13,0.9453818853362033,0.24998879130433693,13
comp/test prob,10,ant,30,4,most,13,0.8829218651557815,0.24978796629194078,13
comp/test prob,15,ant,30,4,most,13,0.8138695407161438,0.24874954426548979,13
comp/test prob,20,ant,30,4,most,13,0.7378578834039302,0.24548928040756168,13
comp/test prob,30,ant,30,4,most,13,0.5597345081388695,0.22303061524599183,13
comp/test prob,40,ant,30,4,most,13,0.3591853173005598,0.16812991489823279,13
comp/test prob,50,ant,30,4,most,13,0.19090909090909086,0.0990566037735848,13
comp prob,none,ant,30,4,most,10,0.8602584382581724,0.22545787199456194,10
barinel,none,ant,30,5,most,0,0.5209125528709547,0.659743668373049,0
comp/test prob,00,ant,30,5,most,0,1.0,1.0,0
comp/test prob,05,ant,30,5,most,0,0.9991151244414715,0.9996346130340326,0
comp/test prob,10,ant,30,5,most,0,0.9817476634674616,0.9923858098358134,0
comp/test prob,15,ant,30,5,most,0,0.8890501668652399,0.951011698886573,0
comp/test prob,20,ant,30,5,most,0,0.6538618716794248,0.8206180279521824,0
comp/test prob,30,ant,30,5,most,0,0.1653556213336041,0.3239490208671855,1
comp/test prob,40,ant,30,5,most,0,0.029895035209648254,0.06925207756219355,10
comp/test prob,50,ant,30,5,most,0,0.005540166204989093,0.01324503311258968,23
comp prob,none,ant,30,5,most,0,0.9891458226400529,0.9934124295619046,0
barinel,none,ant,30,6,most,0,0.46009951956870143,0.3317353818374344,0
comp/test prob,00,ant,30,6,most,28,1.0,0.5,0
comp/test prob,05,ant,30,6,most,0,0.8840778738185842,0.4966806109140959,0
comp/test prob,10,ant,30,6,most,0,0.7326784059315681,0.47162697465758857,0
comp/test prob,15,ant,30,6,most,0,0.5572138627961236,0.4096860941780845,0
comp/test prob,20,ant,30,6,most,0,0.39160839160834093,0.32122370936901007,0
comp/test prob,30,ant,30,6,most,0,0.17151387244536442,0.16087514312105247,4
comp/test prob,40,ant,30,6,most,0,0.07335755671215044,0.07359605911329023,12
comp/test prob,50,ant,30,6,most,28,0.031830238726790396,0.033271719038817045,48
comp prob,none,ant,30,6,most,4,0.529893466246347,0.49308726824823373,4
barinel,none,ant,30,7,most,15,0.6821729644869845,0.17464774730092555,15
comp/test prob,00,ant,30,7,most,19,1.0,0.2,0
comp/test prob,05,ant,30,7,most,19,0.9408244413470352,0.19998601088450157,19
comp/test prob,10,ant,30,7,most,19,0.8667825840821791,0.19972823871511064,19
comp/test prob,15,ant,30,7,most,19,0.7824114042808699,0.19838223854616158,19
comp/test prob,20,ant,30,7,most,19,0.6905528717124061,0.19424365386429293,19
comp/test prob,30,ant,30,7,most,19,0.4947717625627338,0.16926918456108672,19
comp/test prob,40,ant,30,7,most,19,0.3160650316892423,0.1228709159079217,19
comp/test prob,50,ant,30,7,most,19,0.1887550200803558,0.0776859504132187,19
comp prob,none,ant,30,7,most,15,0.8005372649544571,0.16610318574643876,15
barinel,none,ant,30,8,most,1,0.34659515383461614,0.232218904675878,1
comp/test prob,00,ant,30,8,most,0,1.0,1.0,0
comp/test prob,05,ant,30,8,most,0,0.804648569014287,0.8137239491230762,0
comp/test prob,10,ant,30,8,most,0,0.6651665354815076,0.6877869530654847,0
comp/test prob,15,ant,30,8,most,0,0.5661964887680229,0.5993255723814773,0
comp/test prob,20,ant,30,8,most,0,0.4929653679654553,0.5329043579995163,0
comp/test prob,30,ant,30,8,most,0,0.38821784676994636,0.4335740032427064,0
comp/test prob,40,ant,30,8,most,0,0.3106617041598824,0.35473316032933605,1
comp/test prob,50,ant,30,8,most,17,0.24600638977635825,0.2851851851851856,3
comp prob,none,ant,30,8,most,0,0.8509267022738163,0.8484952076178107,0
barinel,none,ant,30,9,most,7,0.7621347797543437,0.20224976195012193,7
comp/test prob,00,ant,30,9,most,0,1.0,0.39999999999999997,0
comp/test prob,05,ant,30,9,most,0,0.9713626927771738,0.39251207975364116,0
comp/test prob,10,ant,30,9,most,0,0.9352120674662534,0.3832053410675576,0
comp/test prob,15,ant,30,9,most,0,0.8915139420217413,0.3717952886821668,0
comp/test prob,20,ant,30,9,most,0,0.840614924875197,0.3579329354446666,0
comp/test prob,30,ant,30,9,most,0,0.7196892041779351,0.32082613682698197,0
comp/test prob,40,ant,30,9,most,2,0.57780169729758,0.2669365361498655,3
comp/test prob,50,ant,30,9,most,6,0.42211055276389503,0.19534883720931795,11
comp prob,none,ant,30,9,most,7,0.783216150522596,0.25921792869392407,7
barinel,none,ant,30,10,most,0,0.7694110536323963,0.8335449215919332,0
comp/test prob,00,ant,30,10,most,0,1.0,1.0,0
comp/test prob,05,ant,30,10,most,0,0.9996113802796027,0.9998269573052537,0
comp/test prob,10,ant,30,10,most,0,0.9920826932149196,0.9964885208653427,0
comp/test prob,15,ant,30,10,most,0,0.9501616489793973,0.9775364188524727,0
comp/test prob,20,ant,30,10,most,0,0.8209338122113384,0.9133723419437424,0
comp/test prob,30,ant,30,10,most,0,0.33274941654540763,0.5377524143988601,0
comp/test prob,40,ant,30,10,most,0,0.07420572391807362,0.15928577047119435,2
comp/test prob,50,ant,30,10,most,0,0.014705882352951739,0.034482758620708945,3
comp prob,none,ant,30,10,most,0,0.9738054586185035,0.9833816831764607,0
barinel,none,ant,30,11,most,2,0.9526222050720174,0.3665155779189403,2
comp/test prob,00,ant,30,11,most,10,1.0,0.4,0
comp/test prob,05,ant,30,11,most,10,0.9454460467429081,0.3899179677886858,10
comp/test prob,10,ant,30,11,most,10,0.8839934533551449,0.3792977528089862,10
comp/test prob,15,ant,30,11,most,10,0.8193571940361024,0.3675207370451113,10
comp/test prob,20,ant,30,11,most,10,0.7548717948717885,0.35398797595190246,10
comp/test prob,30,ant,30,11,most,10,0.6340733496331433,0.32000987166828126,10
comp/test prob,40,ant,30,11,most,10,0.5266666666668287,0.2762841530055093,10
comp/test prob,50,ant,30,11,most,10,0.42857142857142855,0.225,10
comp prob,none,ant,30,11,most,2,0.7020714375047123,0.2173200163150531,2
barinel,none,ant,30,12,most,1,0.7643906001710441,0.4344333210449731,1
comp/test prob,00,ant,30,12,most,0,1.0,0.7,0
comp/test prob,05,ant,30,12,most,0,0.9583897845821182,0.6698348819317619,0
comp/test prob,10,ant,30,12,most,0,0.9198004604757358,0.6400534045393254,0
comp/test prob,15,ant,30,12,most,0,0.8846814020717928,0.6114470055674115,0
comp/test prob,20,ant,30,12,most,0,0.8531278331822494,0.5844720496893999,0
comp/test prob,30,ant,30,12,most,0,0.8000201085862231,0.5360053890197088,0
comp/test prob,40,ant,30,12,most,0,0.7580993520518865,0.4943661971831516,0
comp/test prob,50,ant,30,12,most,6,0.7244897959183625,0.45806451612901083,3
comp prob,none,ant,30,12,most,3,0.5063934517004506,0.2040186739042033,3
barinel,none,ant,30,13,most,9,0.33363546681887757,0.05068590325540138,9
comp/test prob,00,ant,30,13,most,18,1.0,0.27777777777777785,0
comp/test prob,05,ant,30,13,most,18,0.9739786915227373,0.2727262697908566,18
comp/test prob,10,ant,30,13,most,18,0.9457786636554888,0.26704935286908504,18
comp/test prob,15,ant,30,13,most,18,0.9150163235028841,0.26051211742189384,18
comp/test prob,20,ant,30,13,most,18,0.8809217105526346,0.2526752027171602,18
comp/test prob,30,ant,30,13,most,18,0.7964109690366203,0.22973916423468127,18
comp/test prob,40,ant,30,13,most,18,0.6720417810308987,0.18876252905051003,18
comp/test prob,50,ant,30,13,most,18,0.4910226385636222,0.1270193861066233,18
comp prob,none,ant,30,13,most,9,0.01851137031606058,0.0023355803868286263,9
barinel,none,ant,30,14,most,0,0.1338227955431066,0.19208775035155257,2
comp/test prob,00,ant,30,14,most,0,1.0,1.0,0
comp/test prob,05,ant,30,14,most,0,0.9898975321114428,0.9933381607530953,0
comp/test prob,10,ant,30,14,most,0,0.9123904881098106,0.9406451612900941,0
comp/test prob,15,ant,30,14,most,0,0.7221813905628415,0.7982128350933032,0
comp/test prob,20,ant,30,14,most,0,0.47761194029840454,0.5818181818180815,0
comp/test prob,30,ant,30,14,most,0,0.15360501567368062,0.216403785488567,0
comp/test prob,40,ant,30,14,most,0,0.04599659284486205,0.06835443037958382,2
comp/test prob,50,ant,30,14,most,0,0.014084507042253508,0.021276595744680864,14
comp prob,none,ant,30,14,most,0,0.7507727246477949,0.776206494208672,0
barinel,none,ant,30,15,most,5,0.8478771007931754,0.1417042507750522,5
comp/test prob,00,ant,30,15,most,14,1.0,0.25,0
comp/test prob,05,ant,30,15,most,11,0.9809472244884767,0.24625244042982344,13
comp/test prob,10,ant,30,15,most,11,0.9545448427284996,0.24112408417596568,13
comp/test prob,15,ant,30,15,most,11,0.9204140109617036,0.23444198264196883,13
comp/test prob,20,ant,30,15,most,11,0.8786868471539505,0.2260697111165358,13
comp/test prob,30,ant,30,15,most,11,0.7743493264189428,0.20362966897306337,13
comp/test prob,40,ant,30,15,most,6,0.6425795783382247,0.1714815250647421,13
comp/test prob,50,ant,30,15,most,8,0.4784172661870445,0.12690839694656442,13
comp prob,none,ant,30,15,most,5,0.508383247800637,0.12676627415975658,5
barinel,none,ant,30,16,most,15,0.6201316040274376,0.3577064311633911,15
comp/test prob,00,ant,30,16,most,18,1.0,0.5,0
comp/test prob,05,ant,30,16,most,0,0.9888691327588337,0.49994268952610543,0
comp/test prob,10,ant,30,16,most,0,0.9499588303444997,0.49888090700476884,0
comp/test prob,15,ant,30,16,most,0,0.8741256326120271,0.49317735075032504,1
comp/test prob,20,ant,30,16,most,0,0.7571196246678269,0.47494703445109393,1
comp/test prob,30,ant,30,16,most,0,0.4579776756060665,0.3656411494573259,1
comp/test prob,40,ant,30,16,most,0,0.22890528242963562,0.20518683251762213,3
comp/test prob,50,ant,30,16,most,15,0.11146496815287556,0.10057471264370332,9
comp prob,none,ant,30,16,most,15,0.8587706606168339,0.4294637543492952,15
barinel,none,ant,30,17,most,45,0.5368081012262729,0.33495173901474357,45
comp/test prob,00,ant,30,17,most,45,1.0,0.5,0
comp/test prob,05,ant,30,17,most,0,0.9980643224738688,0.49982692768834663,0
comp/test prob,10,ant,30,17,most,0,0.9768635717675513,0.49649802707113716,0
comp/test prob,15,ant,30,17,most,0,0.8929200689235625,0.4782419298289398,0
comp/test prob,20,ant,30,17,most,0,0.707063792777303,0.4236081961914318,0
comp/test prob,30,ant,30,17,most,0,0.2849681334960478,0.2223317473115727,1
comp/test prob,40,ant,30,17,most,0,0.11374800881362546,0.09874493138012466,8
comp/test prob,50,ant,30,17,most,33,0.05874730021592929,0.05308352849333362,27
comp prob,none,ant,30,17,most,45,0.9877194631906941,0.49536699410267215,45
barinel,none,ant,30,18,most,4,0.9114805455586956,0.17862862411937172,4
comp/test prob,00,ant,30,18,most,9,1.0,0.2916666666666667,0
comp/test prob,05,ant,30,18,most,2,0.9836176862621594,0.2873139656061329,4
comp/test prob,10,ant,30,18,most,2,0.9615762243667463,0.28243078023036355,4
comp/test prob,15,ant,30,18,most,2,0.9311350868325161,0.2766517613359238,4
comp/test prob,20,ant,30,18,most,2,0.8889231599644889,0.269358381232748,4
comp/test prob,30,ant,30,18,most,2,0.7572148829675617,0.24611384846560028,4
comp/test prob,40,ant,30,18,most,2,0.5697270104314474,0.2045092415551743,4
comp/test prob,50,ant,30,18,most,5,0.38461538461527595,0.14981273408237097,8
comp prob,none,ant,30,18,most,4,0.9760226998173613,0.26220014330856073,4
barinel,none,ant,30,19,most,18,0.5437401753425253,0.17435091149499388,18
comp/test prob,00,ant,30,19,most,21,1.0,0.25,0
comp/test prob,05,ant,30,19,most,4,0.9880044282778371,0.24996833950684846,5
comp/test prob,10,ant,30,19,most,4,0.9424325363425897,0.249364472297336,5
comp/test prob,15,ant,30,19,most,4,0.8494205475211577,0.24607234006188902,5
comp/test prob,20,ant,30,19,most,4,0.7093295653142992,0.23569822324363457,5
comp/test prob,30,ant,30,19,most,4,0.40302443884589345,0.17962704568538276,6
comp/test prob,40,ant,30,19,most,4,0.21197789385622673,0.10764172274921298,6
comp/test prob,50,ant,30,19,most,14,0.11740890688255504,0.06041666666665517,12
comp prob,none,ant,30,19,most,18,0.4700329865613724,0.12057805114423054,18
barinel,none,ant,30,20,most,0,0.12492883032167595,0.16371271206793248,1
comp/test prob,00,ant,30,20,most,0,1.0,1.0,0
comp/test prob,05,ant,30,20,most,0,0.9855734689771731,0.9908699546386748,0
comp/test prob,10,ant,30,20,most,0,0.8764125991823851,0.9188303503906473,0
comp/test prob,15,ant,30,20,most,0,0.6336574921970011,0.7350169055384587,0
comp/test prob,20,ant,30,20,most,0,0.3729603729604603,0.489296636085726,0
comp/test prob,30,ant,30,20,most,0,0.10154538456990403,0.15510536311849007,1
comp/test prob,40,ant,30,20,most,0,0.027990877047422025,0.0450150050015695,3
comp/test prob,50,ant,30,20,most,0,0.008130081300808278,0.013333333333326921,31
comp prob,none,ant,30,20,most,0,0.5717937076170397,0.5724082191757905,0
barinel,none,ant,40,0,most,0,0.14966814515484064,0.2146167706052804,1
comp/test prob,00,ant,40,0,most,0,1.0,1.0,0
comp/test prob,05,ant,40,0,most,0,0.9909701654265788,0.9952623827385366,0
comp/test prob,10,ant,40,0,most,0,0.9135338345862366,0.9538139474027242,0
comp/test prob,15,ant,40,0,most,0,0.7067539379990679,0.8274317280406027,0
comp/test prob,20,ant,40,0,most,0,0.43835616438338626,0.6118546845122452,0
comp/test prob,30,ant,40,0,most,0,0.11795048143011574,0.21677305188578502,2
comp/test prob,40,ant,40,0,most,0,0.030303030303052435,0.06184150251951805,12
comp/test prob,50,ant,40,0,most,0,0.008196721311470345,0.017391304347816872,23
comp prob,none,ant,40,0,most,0,0.9517094831043755,0.9535262223413459,0
barinel,none,ant,40,1,most,5,0.37422436316185903,0.14968974526474363,5
comp/test prob,00,ant,40,1,most,12,1.0,0.6,0
comp/test prob,05,ant,40,1,most,12,0.9400008413383087,0.5639187751641261,12
comp/test prob,10,ant,40,1,most,12,0.8876809995494485,0.531899050951005,12
comp/test prob,15,ant,40,1,most,12,0.8361625301009113,0.4991477729981722,12
comp/test prob,20,ant,40,1,most,12,0.7803193397918539,0.46197557089748226,12
comp/test prob,30,ant,40,1,most,12,0.6459879814418187,0.36863066724781673,12
comp/test prob,40,ant,40,1,most,12,0.4907769395958827,0.2626491822602159,12
comp/test prob,50,ant,40,1,most,12,0.34385964912275724,0.1704347826086458,12
comp prob,none,ant,40,1,most,5,0.37422436316185903,0.14968974526474363,5
barinel,none,ant,40,2,most,11,0.5622341234090061,0.16378429178155368,11
comp/test prob,00,ant,40,2,most,12,1.0,0.2,0
comp/test prob,05,ant,40,2,most,12,0.8193725306220867,0.22417277983426412,12
comp/test prob,10,ant,40,2,most,12,0.7393273629452533,0.23980262110116593,12
comp/test prob,15,ant,40,2,most,12,0.6899716633697519,0.24928027552683768,12
comp/test prob,20,ant,40,2,most,12,0.650592885375442,0.25313341022684827,12
comp/test prob,30,ant,40,2,most,12,0.5653040987873671,0.24076632318624583,12
comp/test prob,40,ant,40,2,most,12,0.43942446043146033,0.19449370499183205,12
comp/test prob,50,ant,40,2,most,12,0.28033472803347,0.12407407407407245,12
comp prob,none,ant,40,2,most,11,0.3361974925933792,0.12139635745665837,11
barinel,none,ant,40,3,most,4,0.6608505991098589,0.21474131780143701,4
comp/test prob,00,ant,40,3,most,4,1.0,0.25,0
comp/test prob,05,ant,40,3,most,2,0.9888428438167671,0.25068659331980936,2
comp/test prob,10,ant,40,3,most,2,0.9521064400592053,0.2529664995824037,2
comp/test prob,15,ant,40,3,most,2,0.8897714006624378,0.25702185676316197,2
comp/test prob,20,ant,40,3,most,2,0.809404910528397,0.26262489873076983,2
comp/test prob,30,ant,40,3,most,2,0.6413801413626432,0.2738795804571017,2
comp/test prob,40,ant,40,3,most,2,0.5088158954622283,0.27076586016394166,3
comp/test prob,50,ant,40,3,most,4,0.4074074074073805,0.23913043478258575,4
comp prob,none,ant,40,3,most,4,0.9442719416699122,0.2451931863674291,4
barinel,none,ant,40,4,most,10,0.6564368837518169,0.21937844487128716,10
comp/test prob,00,ant,40,4,most,13,1.0,0.25,0
comp/test prob,05,ant,40,4,most,13,0.9453818853362033,0.24998879130433693,13
comp/test prob,10,ant,40,4,most,13,0.8829218651557815,0.24978796629194078,13
comp/test prob,15,ant,40,4,most,13,0.8138695407161438,0.24874954426548979,13
comp/test prob,20,ant,40,4,most,13,0.7378578834039302,0.24548928040756168,13
comp/test prob,30,ant,40,4,most,13,0.5597345081388695,0.22303061524599183,13
comp/test prob,40,ant,40,4,most,13,0.3591853173005598,0.16812991489823279,13
comp/test prob,50,ant,40,4,most,13,0.19090909090909086,0.0990566037735848,13
comp prob,none,ant,40,4,most,10,0.8602584382581724,0.22545787199456194,10
barinel,none,ant,40,5,most,0,0.5117472800868241,0.6523723364072506,0
comp/test prob,00,ant,40,5,most,0,1.0,1.0,0
comp/test prob,05,ant,40,5,most,0,0.9991035582978045,0.9996249900954888,0
comp/test prob,10,ant,40,5,most,0,0.9814480734537667,0.9921577048357229,0
comp/test prob,15,ant,40,5,most,0,0.8870692197781468,0.9494398633331886,0
comp/test prob,20,ant,40,5,most,0,0.6486267355832571,0.8151827792637886,0
comp/test prob,30,ant,40,5,most,0,0.16142934558252958,0.3147308729882294,1
comp/test prob,40,ant,40,5,most,0,0.02893146457502452,0.06624358009747476,10
comp/test prob,50,ant,40,5,most,0,0.005333333333333334,0.012578616352201291,23
comp prob,none,ant,40,5,most,0,0.9895550137595224,0.9938420329366785,0
barinel,none,ant,40,6,most,0,0.46009951956870143,0.3317353818374344,0
comp/test prob,00,ant,40,6,most,28,1.0,0.5,0
comp/test prob,05,ant,40,6,most,0,0.8840778738185842,0.4966806109140959,0
comp/test prob,10,ant,40,6,most,0,0.7326784059315681,0.47162697465758857,0
comp/test prob,15,ant,40,6,most,0,0.5572138627961236,0.4096860941780845,0
comp/test prob,20,ant,40,6,most,0,0.39160839160834093,0.32122370936901007,0
comp/test prob,30,ant,40,6,most,0,0.17151387244536442,0.16087514312105247,4
comp/test prob,40,ant,40,6,most,0,0.07335755671215044,0.07359605911329023,12
comp/test prob,50,ant,40,6,most,28,0.031830238726790396,0.033271719038817045,48
comp prob,none,ant,40,6,most,4,0.529893466246347,0.49308726824823373,4
barinel,none,ant,40,7,most,15,0.6821729644869845,0.17464774730092555,15
comp/test prob,00,ant,40,7,most,19,1.0,0.2,0
comp/test prob,05,ant,40,7,most,19,0.9408244413470352,0.19998601088450157,19
comp/test prob,10,ant,40,7,most,19,0.8667825840821791,0.19972823871511064,19
comp/test prob,15,ant,40,7,most,19,0.7824114042808699,0.19838223854616158,19
comp/test prob,20,ant,40,7,most,19,0.6905528717124061,0.19424365386429293,19
comp/test prob,30,ant,40,7,most,19,0.4947717625627338,0.16926918456108672,19
comp/test prob,40,ant,40,7,most,19,0.3160650316892423,0.1228709159079217,19
comp/test prob,50,ant,40,7,most,19,0.1887550200803558,0.0776859504132187,19
comp prob,none,ant,40,7,most,15,0.8005372649544571,0.16610318574643876,15
barinel,none,ant,40,8,most,1,0.34659515383461614,0.232218904675878,1
comp/test prob,00,ant,40,8,most,0,1.0,1.0,0
comp/test prob,05,ant,40,8,most,0,0.804648569014287,0.8137239491230762,0
comp/test prob,10,ant,40,8,most,0,0.6651665354815076,0.6877869530654847,0
comp/test prob,15,ant,40,8,most,0,0.5661964887680229,0.5993255723814773,0
comp/test prob,20,ant,40,8,most,0,0.4929653679654553,0.5329043579995163,0
comp/test prob,30,ant,40,8,most,0,0.38821784676994636,0.4335740032427064,0
comp/test prob,40,ant,40,8,most,0,0.3106617041598824,0.35473316032933605,1
comp/test prob,50,ant,40,8,most,17,0.24600638977635825,0.2851851851851856,3
comp prob,none,ant,40,8,most,0,0.8509267022738163,0.8484952076178107,0
barinel,none,ant,40,9,most,7,0.7621347797543437,0.20224976195012193,7
comp/test prob,00,ant,40,9,most,0,1.0,0.39999999999999997,0
comp/test prob,05,ant,40,9,most,0,0.9713626927771738,0.39251207975364116,0
comp/test prob,10,ant,40,9,most,0,0.9352120674662534,0.3832053410675576,0
comp/test prob,15,ant,40,9,most,0,0.8915139420217413,0.3717952886821668,0
comp/test prob,20,ant,40,9,most,0,0.840614924875197,0.3579329354446666,0
comp/test prob,30,ant,40,9,most,0,0.7196892041779351,0.32082613682698197,0
comp/test prob,40,ant,40,9,most,2,0.57780169729758,0.2669365361498655,3
comp/test prob,50,ant,40,9,most,6,0.42211055276389503,0.19534883720931795,11
comp prob,none,ant,40,9,most,7,0.783216150522596,0.25921792869392407,7
barinel,none,ant,40,10,most,0,0.7694110536323963,0.8335449215919332,0
